query_id,question,reference_answer,reference_evidence,generated_answer,result,wrong_claim,error_type,reason,api_status_code,api_error_code,answer_visibility
pdf-rag-031,"What does brochure household contents and private liability say concerning ""Scope of the insurance cover Household contents includes all movables""?","Scope of the insurance cover Household contents includes all movables (such as clothes, furniture, consumer electronics, pets, etc.) required for living and recreation.","[{""source"": ""brochure-household-contents-and-private-liability.pdf"", ""page"": 3, ""quote"": ""Scope of the insurance cover Household contents includes all movables (such as clothes, furniture, consumer electronics, pets, etc.) required for living and recreation.""}]","Private liability insures statutory third-party liability and defence against unjustified claims, including bodily injury and property damage, subject to the listed exclusions [household-contents-private-liability-sti.pdf, page 10].

Evidence-based answer:",unknown,,unsupported_fact,"No factual contradiction could be confirmed from the reference and supplied evidence; the remaining additional, incomplete, or irrelevant content is therefore conservatively classified as unknown.",503,GUARDRAIL_INVALID_OUTPUT,withheld_before_user_delivery
pdf-rag-032,"According to brochure household contents and private liability, what does it state about ""Damage and destruction of all kinds due to external causes""?",Damage and destruction of all kinds due to external causes Insured benefit New for old replacement price for an identical or equivalent household item at the time of the damage.,"[{""source"": ""brochure-household-contents-and-private-liability.pdf"", ""page"": 3, ""quote"": ""Damage and destruction of all kinds due to external causes Insured benefit New for old replacement price for an identical or equivalent household item at the time of the damage.""}]","Private liability insures statutory third-party liability and defence against unjustified claims, including bodily injury and property damage, subject to the listed exclusions [household-contents-private-liability-sti.pdf, page 10].

Evidence-based answer:",unknown,,unsupported_fact,"No factual contradiction could be confirmed from the reference and supplied evidence; the remaining additional, incomplete, or irrelevant content is therefore conservatively classified as unknown.",503,GUARDRAIL_INVALID_OUTPUT,withheld_before_user_delivery
pdf-rag-033,"What coverage or rule is described for ""Owners and users of model aircraft and drones up to"" in brochure household contents and private liability?",Owners and users of model aircraft and drones up to 25 kg which are not subject to authorization Private liability insurance covers claims for damages in the event of damage to third-party property or personal injury.,"[{""source"": ""brochure-household-contents-and-private-liability.pdf"", ""page"": 6, ""quote"": ""Owners and users of model aircraft and drones up to 25 kg which are not subject to authorization Private liability insurance covers claims for damages in the event of damage to third-party property or personal injury.""}]","Private liability insures statutory third-party liability and defence against unjustified claims, including bodily injury and property damage, subject to the listed exclusions [household-contents-private-liability-sti.pdf, page 10].

Evidence-based answer:",unknown,,unsupported_fact,"No factual contradiction could be confirmed from the reference and supplied evidence; the remaining additional, incomplete, or irrelevant content is therefore conservatively classified as unknown.",503,GUARDRAIL_INVALID_OUTPUT,withheld_before_user_delivery
pdf-rag-034,"How does brochure household contents and private liability describe ""Theft Plus insurance: Your sum insured is doubled for overnight""?",Theft Plus insurance: Your sum insured is doubled for overnight stays away from home.,"[{""source"": ""brochure-household-contents-and-private-liability.pdf"", ""page"": 4, ""quote"": ""Theft Plus insurance: Your sum insured is doubled for overnight stays away from home.""}]","Private liability insures statutory third-party liability and defence against unjustified claims, including bodily injury and property damage, subject to the listed exclusions [household-contents-private-liability-sti.pdf, page 10].

Evidence-based answer:",unknown,,unsupported_fact,"No factual contradiction could be confirmed from the reference and supplied evidence; the remaining additional, incomplete, or irrelevant content is therefore conservatively classified as unknown.",503,GUARDRAIL_INVALID_OUTPUT,withheld_before_user_delivery
pdf-rag-035,"What does brochure household contents and private liability say concerning ""Private liability insurance Financial cover when misfortune strikes Household contents""?",Private liability insurance Financial cover when misfortune strikes Household contents and private liability insurance 5/8,"[{""source"": ""brochure-household-contents-and-private-liability.pdf"", ""page"": 5, ""quote"": ""Private liability insurance Financial cover when misfortune strikes Household contents and private liability insurance 5/8""}]","Private liability insures statutory third-party liability and defence against unjustified claims, including bodily injury and property damage, subject to the listed exclusions [household-contents-private-liability-sti.pdf, page 10].

Evidence-based answer:",unknown,,unsupported_fact,"No factual contradiction could be confirmed from the reference and supplied evidence; the remaining additional, incomplete, or irrelevant content is therefore conservatively classified as unknown.",503,GUARDRAIL_INVALID_OUTPUT,withheld_before_user_delivery
pdf-rag-036,"According to brochure household contents and private liability, what does it state about ""Good to know Check your sum insured: if it’s less""?",Good to know Check your sum insured: if it’s less than the replacement value a claim payment may be reduced accordingly.,"[{""source"": ""brochure-household-contents-and-private-liability.pdf"", ""page"": 4, ""quote"": ""Good to know Check your sum insured: if it’s less than the replacement value a claim payment may be reduced accordingly.""}]","Private liability insures statutory third-party liability and defence against unjustified claims, including bodily injury and property damage, subject to the listed exclusions [household-contents-private-liability-sti.pdf, page 10].

Evidence-based answer:",correct,,,The generated draft accurately reflects the information provided in the reference answer and quote regarding checking the sum insured.,503,GUARDRAIL_INVALID_OUTPUT,withheld_before_user_delivery
pdf-rag-037,"What coverage or rule is described for ""Under supplementary policies for teachers, skiing and sports instructors and"" in brochure household contents and private liability?","Under supplementary policies for teachers, skiing and sports instructors and mountain guides: cover is provided for search, rescue and recovery costs for participants and students.","[{""source"": ""brochure-household-contents-and-private-liability.pdf"", ""page"": 7, ""quote"": ""Under supplementary policies for teachers, skiing and sports instructors and mountain guides: cover is provided for search, rescue and recovery costs for participants and students.""}]","Private liability insures statutory third-party liability and defence against unjustified claims, including bodily injury and property damage, subject to the listed exclusions [household-contents-private-liability-sti.pdf, page 10].

Evidence-based answer:",unknown,,unsupported_fact,"No factual contradiction could be confirmed from the reference and supplied evidence; the remaining additional, incomplete, or irrelevant content is therefore conservatively classified as unknown.",503,GUARDRAIL_INVALID_OUTPUT,withheld_before_user_delivery
pdf-rag-038,"How does brochure household contents and private liability describe ""Household contents insurance All-round protection for your personal possessions Household""?",Household contents insurance All-round protection for your personal possessions Household contents and private liability insurance 2/8,"[{""source"": ""brochure-household-contents-and-private-liability.pdf"", ""page"": 2, ""quote"": ""Household contents insurance All-round protection for your personal possessions Household contents and private liability insurance 2/8""}]","Private liability insures statutory third-party liability and defence against unjustified claims, including bodily injury and property damage, subject to the listed exclusions [household-contents-private-liability-sti.pdf, page 10].

Evidence-based answer:",unknown,,unsupported_fact,"No factual contradiction could be confirmed from the reference and supplied evidence; the remaining additional, incomplete, or irrelevant content is therefore conservatively classified as unknown.",503,GUARDRAIL_INVALID_OUTPUT,withheld_before_user_delivery
pdf-rag-039,"What does brochure household contents and private liability say concerning ""Insured persons All persons permanently residing in the same household""?",Insured persons All persons permanently residing in the same household as the policyholder.,"[{""source"": ""brochure-household-contents-and-private-liability.pdf"", ""page"": 3, ""quote"": ""Insured persons All persons permanently residing in the same household as the policyholder.""}]","Private liability insures statutory third-party liability and defence against unjustified claims, including bodily injury and property damage, subject to the listed exclusions [household-contents-private-liability-sti.pdf, page 10].

Evidence-based answer:",unknown,,unsupported_fact,"No factual contradiction could be confirmed from the reference and supplied evidence; the remaining additional, incomplete, or irrelevant content is therefore conservatively classified as unknown.",503,GUARDRAIL_INVALID_OUTPUT,withheld_before_user_delivery
pdf-rag-040,"According to brochure household contents and private liability, what does it state about ""jewellery, antiques, collections, etc.) Helvetia household insurance protects everything you""?","jewellery, antiques, collections, etc.) Helvetia household insurance protects everything you love and value.","[{""source"": ""brochure-household-contents-and-private-liability.pdf"", ""page"": 3, ""quote"": ""jewellery, antiques, collections, etc.) Helvetia household insurance protects everything you love and value.""}]","Private liability insures statutory third-party liability and defence against unjustified claims, including bodily injury and property damage, subject to the listed exclusions [household-contents-private-liability-sti.pdf, page 10].

Evidence-based answer:",unknown,,other,"No factual contradiction could be confirmed from the reference and supplied evidence; the remaining additional, incomplete, or irrelevant content is therefore conservatively classified as unknown.",503,GUARDRAIL_INVALID_OUTPUT,withheld_before_user_delivery
pdf-rag-041,"What coverage or rule is described for ""Scope of insurance cover The service product provides you with"" in brochure services?",Scope of insurance cover The service product provides you with the following benefits:,"[{""source"": ""brochure-services.pdf"", ""page"": 2, ""quote"": ""Scope of insurance cover The service product provides you with the following benefits:""}]","The ""Scope of insurance cover"" for the service product provides you with the following benefits:

- 24/7 assistance
- 48h claims payment, with Helvetia guaranteeing claims payment within 48 hours following a successful claims review.

Source: [brochure-services.pdf, page 2]",correct,,,The generated draft accurately reflects the information provided in the reference answer and quote.,503,GUARDRAIL_INVALID_OUTPUT,withheld_before_user_delivery
pdf-rag-042,"How does brochure services describe ""Waiver of premiums In the event of earning disability, you""?","Waiver of premiums In the event of earning disability, you will benefit from a waiver of insurance premiums until the agreed end of the contract.","[{""source"": ""brochure-services.pdf"", ""page"": 3, ""quote"": ""Waiver of premiums In the event of earning disability, you will benefit from a waiver of insurance premiums until the agreed end of the contract.""}]","The ""Waiver of premiums"" in the brochure services states that in the event of earning disability, you will benefit from a waiver of insurance premiums until the agreed end of the contract. However, you will continue to benefit from insurance cover. 

Source: [brochure-services.pdf, page 3]",correct,,,The generated draft accurately reflects the information provided in the reference answer and quote.,503,GUARDRAIL_INVALID_OUTPUT,withheld_before_user_delivery
pdf-rag-043,"What does brochure services say concerning ""Organization of a security service Psychological follow-up support We will""?","Organization of a security service Psychological follow-up support We will pay the cost of psychological support provided by a qualified doctor, psychologist or psychiatrist after an insured event.","[{""source"": ""brochure-services.pdf"", ""page"": 3, ""quote"": ""Organization of a security service Psychological follow-up support We will pay the cost of psychological support provided by a qualified doctor, psychologist or psychiatrist after an insured event.""}]","The brochure states:

- **Organization of a security service**: This is part of the Home Assistance services provided by Helvetia.
- **Psychological follow-up support**: Helvetia will pay the cost of psychological support provided by a qualified doctor, psychologist, or psychiatrist after an insured event.

Source: [brochure-services.pdf, page 3]",correct,,,The generated draft accurately reflects the information provided in the reference answer and quote.,503,GUARDRAIL_INVALID_OUTPUT,withheld_before_user_delivery
pdf-rag-044,"According to brochure services, what does it state about ""Waiver of gross negligence Helvetia waives its right to a""?",Waiver of gross negligence Helvetia waives its right to a reduction in benefits in the event of grossly negligent conduct.,"[{""source"": ""brochure-services.pdf"", ""page"": 3, ""quote"": ""Waiver of gross negligence Helvetia waives its right to a reduction in benefits in the event of grossly negligent conduct.""}]","The brochure states that ""Helvetia waives its right to a reduction in benefits in the event of grossly negligent conduct."" This means that if there is gross negligence, Helvetia will not reduce the benefits that would otherwise be payable. 

Source: [brochure-services.pdf, page 3]",correct,,,The generated draft accurately reflects the information provided in the reference answer and quote.,503,GUARDRAIL_INVALID_OUTPUT,withheld_before_user_delivery
pdf-rag-045,"What coverage or rule is described for ""As a Swiss insurance company we stand for quality, friendliness"" in brochure services?","As a Swiss insurance company we stand for quality, friendliness and service.","[{""source"": ""brochure-services.pdf"", ""page"": 2, ""quote"": ""As a Swiss insurance company we stand for quality, friendliness and service.""}]","The phrase ""As a Swiss insurance company we stand for quality, friendliness"" reflects Helvetia's commitment to customer service and satisfaction, but it does not describe a specific coverage or rule. The available sources do not contain enough information to answer this question. [brochure-services.pdf, page 2]",unknown,,unsupported_fact,"No factual contradiction could be confirmed from the reference and supplied evidence; the remaining additional, incomplete, or irrelevant content is therefore conservatively classified as unknown.",503,GUARDRAIL_INVALID_OUTPUT,withheld_before_user_delivery
pdf-rag-046,"How does brochure services describe ""We support you with a range of round-the-clock services -""?","We support you with a range of round-the-clock services - in emergencies 24 hours a day, 365 days a year.","[{""source"": ""brochure-services.pdf"", ""page"": 2, ""quote"": ""We support you with a range of round-the-clock services - in emergencies 24 hours a day, 365 days a year.""}]","The brochure services describe ""We support you with a range of round-the-clock services"" as follows:

- Emergency assistance is available 24 hours a day, 365 days a year.
- Helvetia stands for quality, friendliness, and service, aiming to make unpleasant situations as comfortable as possible for you.

Source: [brochure-services.pdf, page 2]",correct,,,The generated draft accurately reflects the information provided in the reference answer and quote.,503,GUARDRAIL_INVALID_OUTPUT,withheld_before_user_delivery
pdf-rag-047,"What does brochure services say concerning ""Locksmith service If access to your owner-occupied residential premises is""?","Locksmith service If access to your owner-occupied residential premises is not possible due to a sudden and unforeseen event and no other proportionate measures can reasonably be expected to be taken, Helvetia will organize a tradesman to provide access.","[{""source"": ""brochure-services.pdf"", ""page"": 3, ""quote"": ""Locksmith service If access to your owner-occupied residential premises is not possible due to a sudden and unforeseen event and no other proportionate measures can reasonably be expected to be taken, Helvetia will organize a tradesman to provide access.""}]","The brochure states that if access to your owner-occupied residential premises is not possible due to a sudden and unforeseen event and no other proportionate measures can reasonably be expected to be taken, Helvetia will organize a tradesman to provide access. 

Source: [brochure-services.pdf, page 3]",correct,,,The generated draft accurately reflects the information provided in the reference answer and quote.,503,GUARDRAIL_INVALID_OUTPUT,withheld_before_user_delivery
pdf-rag-048,"According to brochure services, what does it state about ""We do everything we can to make unpleasant situ -""?",We do everything we can to make unpleasant situ - ations as comfortable as possible for you.,"[{""source"": ""brochure-services.pdf"", ""page"": 2, ""quote"": ""We do everything we can to make unpleasant situ - ations as comfortable as possible for you.""}]","The brochure states that ""We do everything we can to make unpleasant situations as comfortable as possible for you."" This emphasizes Helvetia's commitment to customer support during challenging times. 

Source: [brochure-services.pdf, page 2]",correct,,,The generated draft accurately reflects the content of the reference answer and quote.,503,GUARDRAIL_INVALID_OUTPUT,withheld_before_user_delivery
pdf-rag-049,"What coverage or rule is described for ""This exclusion does not apply to advance payments; M8 Property"" in buildings insurance sti?","This exclusion does not apply to advance payments; M8 Property and costs that can be insured pursuant to B - L and N under the heading ""The insurance covers"" or are excluded under the heading ""The insurance does not cover"".","[{""source"": ""buildings-insurance-sti.pdf"", ""page"": 7, ""quote"": ""This exclusion does not apply to advance payments; M8 Property and costs that can be insured pursuant to B - L and N under the heading \""The insurance covers\"" or are excluded under the heading \""The insurance does not cover\"".""}]",The available sources do not contain enough information to answer this question.,fallback,,,The draft explicitly abstains because it reports insufficient source information; by definition this is not hallucination.,503,GUARDRAIL_INVALID_OUTPUT,withheld_before_user_delivery
pdf-rag-050,"How does buildings insurance sti describe ""However, if a fault is the cause of an unforeseen""?","However, if a fault is the cause of an unforeseen construction accident, Helvetia provides compensation less the costs that would have been incurred to rectify the fault even without a construction accident; L8 Expenses to rectify aesthetic flaws, even if these are the consequence of an event for which there is a liability to pay compensation; L9 Damage that must be covered by the liability insurance provider of a party involved in the construction of the structure, even if said party is also insured by this policy.","[{""source"": ""buildings-insurance-sti.pdf"", ""page"": 7, ""quote"": ""However, if a fault is the cause of an unforeseen construction accident, Helvetia provides compensation less the costs that would have been incurred to rectify the fault even without a construction accident; L8 Expenses to rectify aesthetic flaws, even if these are the consequence of an event for which there is a liability to pay compensation; L9 Damage that must be covered by the liability insurance provider of a party involved in the construction of the structure, even if said party is also insured by this policy.""}]",The available sources do not contain enough information to answer this question.,fallback,,,The draft explicitly abstains because it reports insufficient source information; by definition this is not hallucination.,503,GUARDRAIL_INVALID_OUTPUT,withheld_before_user_delivery
pdf-rag-051,"What does buildings insurance sti say concerning ""The insured is obliged to record a status report of""?",The insured is obliged to record a status report of the neighbouring structures before the start of construction; Period of validity of the ownerʼs liability insurance S1 S2 S3 Loss occurrence principle The insurance covers losses that occur during the policy period and are reported to the company no later than 60 months after the end of the policy.,"[{""source"": ""buildings-insurance-sti.pdf"", ""page"": 11, ""quote"": ""The insured is obliged to record a status report of the neighbouring structures before the start of construction; Period of validity of the ownerʼs liability insurance S1 S2 S3 Loss occurrence principle The insurance covers losses that occur during the policy period and are reported to the company no later than 60 months after the end of the policy.""}]",The available sources do not contain enough information to answer this question.,fallback,,,The draft explicitly abstains because it reports insufficient source information; by definition this is not hallucination.,503,GUARDRAIL_INVALID_OUTPUT,withheld_before_user_delivery
pdf-rag-052,"According to buildings insurance sti, what does it state about ""This exclusion does not apply, if the sum insured for""?","This exclusion does not apply, if the sum insured for the building does not exceed CHF 10 million per building; A62 Digital data and software (excluding operating systems / firmware that are an integral part of insured objects); A63 Damage to or loss of operating systems / firmware that is not the direct result of physical damage, destruction or loss of the data carrier on which the operating systems / firmware were stored; A64 Damage to land, air and water.","[{""source"": ""buildings-insurance-sti.pdf"", ""page"": 7, ""quote"": ""This exclusion does not apply, if the sum insured for the building does not exceed CHF 10 million per building; A62 Digital data and software (excluding operating systems / firmware that are an integral part of insured objects); A63 Damage to or loss of operating systems / firmware that is not the direct result of physical damage, destruction or loss of the data carrier on which the operating systems / firmware were stored; A64 Damage to land, air and water.""}]","The document states that the exclusion does not apply if the sum insured for the building does not exceed CHF 10 million per building. This condition is specifically related to damage caused by terrorist activities and counterterrorism measures, as well as war events or warlike events, unless the policyholder can provide evidence that the damage is not related to these events. 

Source:
- [buildings-insurance-sti.pdf, page 5]",unknown,,unsupported_fact,"No factual contradiction could be confirmed from the reference and supplied evidence; the remaining additional, incomplete, or irrelevant content is therefore conservatively classified as unknown.",503,GUARDRAIL_INVALID_OUTPUT,withheld_before_user_delivery
pdf-rag-053,"What coverage or rule is described for ""Underinsurance J1 Collision damage: Breakage, cracks or deformation caused by"" in buildings insurance sti?","Underinsurance J1 Collision damage: Breakage, cracks or deformation caused by an external force, in particular by: a) Impact, head-on collision, collapse, falling or subsidence; b) Accidental external impact of goods involved in the work process or of parts of the insured object itself.","[{""source"": ""buildings-insurance-sti.pdf"", ""page"": 6, ""quote"": ""Underinsurance J1 Collision damage: Breakage, cracks or deformation caused by an external force, in particular by: a) Impact, head-on collision, collapse, falling or subsidence; b) Accidental external impact of goods involved in the work process or of parts of the insured object itself.""}]",The available sources do not contain enough information to answer this question.,fallback,,,The draft explicitly abstains because it reports insufficient source information; by definition this is not hallucination.,503,GUARDRAIL_INVALID_OUTPUT,withheld_before_user_delivery
pdf-rag-054,"How does buildings insurance sti describe ""This exclusion does not apply, if the sum insured for""?","This exclusion does not apply, if the sum insured for the building does not exceed CHF 10 million per building.","[{""source"": ""buildings-insurance-sti.pdf"", ""page"": 5, ""quote"": ""This exclusion does not apply, if the sum insured for the building does not exceed CHF 10 million per building.""}]","The buildings insurance STI states that ""This exclusion does not apply, if the sum insured for the building does not exceed CHF 10 million per building."" This condition is specifically related to damage caused by terrorist activities and counterterrorism measures, as well as damage caused by war events or warlike events, unless the policyholder can provide evidence that the damage is not related to these events. 

Source: [buildings-insurance-sti.pdf, page 4]",correct,,,The generated draft accurately reflects the reference answer and quote regarding the exclusion condition related to the sum insured.,503,GUARDRAIL_INVALID_OUTPUT,withheld_before_user_delivery
pdf-rag-055,"What does buildings insurance sti say concerning ""S5 Damage caused before the contract was amended If the""?","S5 Damage caused before the contract was amended If the scope of cover is amended during the term of the contract (including changes to the sum insured and/or the deductible), S4 para.","[{""source"": ""buildings-insurance-sti.pdf"", ""page"": 11, ""quote"": ""S5 Damage caused before the contract was amended If the scope of cover is amended during the term of the contract (including changes to the sum insured and/or the deductible), S4 para.""}]",The available sources do not contain enough information to answer this question.,fallback,,,The draft explicitly abstains because it reports insufficient source information; by definition this is not hallucination.,503,GUARDRAIL_INVALID_OUTPUT,withheld_before_user_delivery
pdf-rag-056,"According to buildings insurance sti, what does it state about ""Own electric charging stations and their management system whose purpose""?","Own electric charging stations and their management system whose purpose is to charge electrically powered vehicles, which are permanently connected to the insured building and are not included in the building insurance sum.","[{""source"": ""buildings-insurance-sti.pdf"", ""page"": 13, ""quote"": ""Own electric charging stations and their management system whose purpose is to charge electrically powered vehicles, which are permanently connected to the insured building and are not included in the building insurance sum.""}]",The available sources do not contain enough information to answer this question.,fallback,,,The draft explicitly abstains because it reports insufficient source information; by definition this is not hallucination.,503,GUARDRAIL_INVALID_OUTPUT,withheld_before_user_delivery
pdf-rag-057,"What coverage or rule is described for ""Malicious damage caused during strikes and lockouts is also insured"" in buildings insurance sti?","Malicious damage caused during strikes and lockouts is also insured; M3 Leakage of automated fire extinguisher systems: Liquids and gases that are unexpectedly, suddenly and inappropriately discharged from a recognised fire extinguisher system; M4 Vehicular collision: Collision by motor vehicles, trailers or track-bound transport systems; M5 Building collapse: Collapse of buildings and parts of buildings; M6 Radioactive contamination: Unusability due to unforeseen and sudden contamination by radioactive substances in the operating area; M7 Damage caused by martens, rodents, insects and wild animals.","[{""source"": ""buildings-insurance-sti.pdf"", ""page"": 6, ""quote"": ""Malicious damage caused during strikes and lockouts is also insured; M3 Leakage of automated fire extinguisher systems: Liquids and gases that are unexpectedly, suddenly and inappropriately discharged from a recognised fire extinguisher system; M4 Vehicular collision: Collision by motor vehicles, trailers or track-bound transport systems; M5 Building collapse: Collapse of buildings and parts of buildings; M6 Radioactive contamination: Unusability due to unforeseen and sudden contamination by radioactive substances in the operating area; M7 Damage caused by martens, rodents, insects and wild animals.""}]",The available sources do not contain enough information to answer this question.,fallback,,,The draft explicitly abstains because it reports insufficient source information; by definition this is not hallucination.,503,GUARDRAIL_INVALID_OUTPUT,withheld_before_user_delivery
pdf-rag-058,"How does buildings insurance sti describe ""ss breakage 8 Earthquake and volcanic eruption 9 all risks""?",ss breakage 8 Earthquake and volcanic eruption 9 all risks 10 Ownerʼs liability insurance 16 Bodily injury 17 Property damage 17 Purely financial loss 17 Building legal protection insurance 22 Building legal protection insurance 23 Definition of terms 24 The original German wording governs the legal interpretation of your policy.,"[{""source"": ""buildings-insurance-sti.pdf"", ""page"": 2, ""quote"": ""ss breakage 8 Earthquake and volcanic eruption 9 all risks 10 Ownerʼs liability insurance 16 Bodily injury 17 Property damage 17 Purely financial loss 17 Building legal protection insurance 22 Building legal protection insurance 23 Definition of terms 24 The original German wording governs the legal interpretation of your policy.""}]",The available sources do not contain enough information to answer this question.,fallback,,,The draft explicitly abstains because it reports insufficient source information; by definition this is not hallucination.,503,GUARDRAIL_INVALID_OUTPUT,withheld_before_user_delivery
pdf-rag-059,"What does buildings insurance sti say concerning ""However, cracks that make renovation of a part of a""?","However, cracks that make renovation of a part of a building unavoidable for structural reasons are insured; L11 Damage to conduits, pipes and cables where mandatory testing and probing to determine the situation has not been performed, and any resultant consequential damage.","[{""source"": ""buildings-insurance-sti.pdf"", ""page"": 8, ""quote"": ""However, cracks that make renovation of a part of a building unavoidable for structural reasons are insured; L11 Damage to conduits, pipes and cables where mandatory testing and probing to determine the situation has not been performed, and any resultant consequential damage.""}]",The available sources do not contain enough information to answer this question.,fallback,,,The draft explicitly abstains because it reports insufficient source information; by definition this is not hallucination.,503,GUARDRAIL_INVALID_OUTPUT,withheld_before_user_delivery
pdf-rag-060,"According to buildings insurance sti, what does it state about ""Loss of rental income, loss of earnings, additional costs a""?","Loss of rental income, loss of earnings, additional costs a) Rental income lost to the policyholder insured party due to the unusability of the rented buildings or of premises in buildings as a result of insured property damage; b) Loss of revenue, i.e.","[{""source"": ""buildings-insurance-sti.pdf"", ""page"": 14, ""quote"": ""Loss of rental income, loss of earnings, additional costs a) Rental income lost to the policyholder insured party due to the unusability of the rented buildings or of premises in buildings as a result of insured property damage; b) Loss of revenue, i.e.""}]",The available sources do not contain enough information to answer this question.,fallback,,,The draft explicitly abstains because it reports insufficient source information; by definition this is not hallucination.,503,GUARDRAIL_INVALID_OUTPUT,withheld_before_user_delivery
pdf-rag-061,"What coverage or rule is described for ""However, should such events result in unexpected and suddenly occurring"" in buildings insurance sti?","However, should such events result in unexpected and suddenly occurring damage or destruction as a result of externally applied force, such consequential damage is insured.","[{""source"": ""buildings-insurance-sti.pdf"", ""page"": 7, ""quote"": ""However, should such events result in unexpected and suddenly occurring damage or destruction as a result of externally applied force, such consequential damage is insured.""}]",The available sources do not contain enough information to answer this question.,fallback,,,The draft explicitly abstains because it reports insufficient source information; by definition this is not hallucination.,503,GUARDRAIL_INVALID_OUTPUT,withheld_before_user_delivery
pdf-rag-062,"How does buildings insurance sti describe ""This also applies to the insurance of liability arising from""?",This also applies to the insurance of liability arising from serial damage if damage belonging to a series was caused before the start of the contract.,"[{""source"": ""buildings-insurance-sti.pdf"", ""page"": 11, ""quote"": ""This also applies to the insurance of liability arising from serial damage if damage belonging to a series was caused before the start of the contract.""}]",The available sources do not contain enough information to answer this question.,fallback,,,The draft explicitly abstains because it reports insufficient source information; by definition this is not hallucination.,503,GUARDRAIL_INVALID_OUTPUT,withheld_before_user_delivery
pdf-rag-063,"What does buildings insurance sti say concerning ""eptember 2022 edition Follow-up costs a) Necessary follow-up costs Necessary""?",eptember 2022 edition Follow-up costs a) Necessary follow-up costs Necessary follow-up costs that the policyholder incurs directly and in direct relation to the damage caused to objects insured in this contract.,"[{""source"": ""buildings-insurance-sti.pdf"", ""page"": 14, ""quote"": ""eptember 2022 edition Follow-up costs a) Necessary follow-up costs Necessary follow-up costs that the policyholder incurs directly and in direct relation to the damage caused to objects insured in this contract.""}]",The available sources do not contain enough information to answer this question.,fallback,,,The draft explicitly abstains because it reports insufficient source information; by definition this is not hallucination.,503,GUARDRAIL_INVALID_OUTPUT,withheld_before_user_delivery
pdf-rag-064,"According to buildings insurance sti, what does it state about ""In such cases, the compensation is reduced at a rate""?","In such cases, the compensation is reduced at a rate commensurate to the difference between the replacement value and the sum insured.","[{""source"": ""buildings-insurance-sti.pdf"", ""page"": 14, ""quote"": ""In such cases, the compensation is reduced at a rate commensurate to the difference between the replacement value and the sum insured.""}]",The available sources do not contain enough information to answer this question.,fallback,,,The draft explicitly abstains because it reports insufficient source information; by definition this is not hallucination.,503,GUARDRAIL_INVALID_OUTPUT,withheld_before_user_delivery
pdf-rag-065,"What coverage or rule is described for ""In cantons with cantonal buildings insurance, the relevant cantonal provisions"" in buildings insurance sti?","In cantons with cantonal buildings insurance, the relevant cantonal provisions apply regarding categorisation.","[{""source"": ""buildings-insurance-sti.pdf"", ""page"": 13, ""quote"": ""In cantons with cantonal buildings insurance, the relevant cantonal provisions apply regarding categorisation.""}]",The available sources do not contain enough information to answer this question.,fallback,,,The draft explicitly abstains because it reports insufficient source information; by definition this is not hallucination.,503,GUARDRAIL_INVALID_OUTPUT,withheld_before_user_delivery
pdf-rag-066,"How does buildings insurance sti describe ""This concerns legal disputes that arise during these first three""?",This concerns legal disputes that arise during these first three months after the effective date of the insurance contract.,"[{""source"": ""buildings-insurance-sti.pdf"", ""page"": 14, ""quote"": ""This concerns legal disputes that arise during these first three months after the effective date of the insurance contract.""}]",The available sources do not contain enough information to answer this question.,fallback,,,The draft explicitly abstains because it reports insufficient source information; by definition this is not hallucination.,503,GUARDRAIL_INVALID_OUTPUT,withheld_before_user_delivery
pdf-rag-067,"What does buildings insurance sti say concerning ""However, in the case of additions, alterations, repairs and improvements""?","However, in the case of additions, alterations, repairs and improvements, the existing structure shall always be deemed to be the object of the activity in its entirety if it is underpinned or driven under or if work is carried out on its supporting or load-bearing elements (such as foundations, girders, retaining walls) which affect their supporting or load-bearing capacity.","[{""source"": ""buildings-insurance-sti.pdf"", ""page"": 11, ""quote"": ""However, in the case of additions, alterations, repairs and improvements, the existing structure shall always be deemed to be the object of the activity in its entirety if it is underpinned or driven under or if work is carried out on its supporting or load-bearing elements (such as foundations, girders, retaining walls) which affect their supporting or load-bearing capacity.""}]",The available sources do not contain enough information to answer this question.,fallback,,,The draft explicitly abstains because it reports insufficient source information; by definition this is not hallucination.,503,GUARDRAIL_INVALID_OUTPUT,withheld_before_user_delivery
pdf-rag-068,"According to buildings insurance sti, what does it state about ""“Buildings” also include the facilities that are locally considered to""?","“Buildings” also include the facilities that are locally considered to be a standard feature of the building and are owned by the building owner, even if these could be removed without significantly reducing the value or significantly damaging the building.","[{""source"": ""buildings-insurance-sti.pdf"", ""page"": 13, ""quote"": ""“Buildings” also include the facilities that are locally considered to be a standard feature of the building and are owned by the building owner, even if these could be removed without significantly reducing the value or significantly damaging the building.""}]",The available sources do not contain enough information to answer this question.,fallback,,,The draft explicitly abstains because it reports insufficient source information; by definition this is not hallucination.,503,GUARDRAIL_INVALID_OUTPUT,withheld_before_user_delivery
