case_id,weak_label,weak_label_source,weak_label_confidence,weak_label_quality_reason,source_type,mutation_type,split,leakage_group_id,quality_flags,primary_source_exists,mutation_source_exists,mutation_provenance_complete,traceable_change,duplicate_group_id,canonical_case,duplicate_cluster_size,excluded_from_primary_reason,high_risk_mutation_proxy,classifier_version
ext-iqa-fail-022,FAIL,generator_expected_label plus documented mutation/source provenance,MEDIUM,primary_source_present;required_fields_complete;no_quality_flags;not_exact_duplicate;fail_mutation_provenance_complete;weak_label_not_human_ground_truth,insuranceqa,answer_from_distractor_document,CALIBRATION,lg-e912afbae8e7,[],True,True,True,True,,True,1,semantic_collision_possible_in_constructed_negative,False,weak_label_quality_v1
ext-iqa-fail-023,FAIL,generator_expected_label plus documented mutation/source provenance,MEDIUM,primary_source_present;required_fields_complete;no_quality_flags;not_exact_duplicate;fail_mutation_provenance_complete;weak_label_not_human_ground_truth,insuranceqa,answer_from_distractor_document,VALIDATION,lg-6c4bc6cfa954,[],True,True,True,True,,True,1,semantic_collision_possible_in_constructed_negative,False,weak_label_quality_v1
ext-iqa-fail-024,FAIL,generator_expected_label plus documented mutation/source provenance,MEDIUM,primary_source_present;required_fields_complete;no_quality_flags;not_exact_duplicate;fail_mutation_provenance_complete;weak_label_not_human_ground_truth,insuranceqa,answer_from_distractor_document,VALIDATION,lg-6c4bc6cfa954,[],True,True,True,True,,True,1,semantic_collision_possible_in_constructed_negative,False,weak_label_quality_v1
ext-iqa-fail-025,FAIL,generator_expected_label plus documented mutation/source provenance,MEDIUM,primary_source_present;required_fields_complete;no_quality_flags;not_exact_duplicate;fail_mutation_provenance_complete;weak_label_not_human_ground_truth,insuranceqa,answer_from_distractor_document,VALIDATION,lg-aba2c9e7a82d,[],True,True,True,True,,True,1,semantic_collision_possible_in_constructed_negative,False,weak_label_quality_v1
ext-iqa-fail-026,FAIL,generator_expected_label plus documented mutation/source provenance,MEDIUM,primary_source_present;required_fields_complete;no_quality_flags;not_exact_duplicate;fail_mutation_provenance_complete;weak_label_not_human_ground_truth,insuranceqa,answer_from_distractor_document,LOCKED_HOLDOUT_CANDIDATE,lg-9e8009daaecf,[],True,True,True,True,,True,1,semantic_collision_possible_in_constructed_negative,False,weak_label_quality_v1
ext-iqa-fail-027,FAIL,generator_expected_label plus documented mutation/source provenance,MEDIUM,primary_source_present;required_fields_complete;no_quality_flags;not_exact_duplicate;fail_mutation_provenance_complete;weak_label_not_human_ground_truth,insuranceqa,answer_from_distractor_document,VALIDATION,lg-1d1ce626b09d,[],True,True,True,True,,True,1,semantic_collision_possible_in_constructed_negative,False,weak_label_quality_v1
ext-iqa-fail-028,FAIL,generator_expected_label plus documented mutation/source provenance,MEDIUM,primary_source_present;required_fields_complete;no_quality_flags;not_exact_duplicate;fail_mutation_provenance_complete;weak_label_not_human_ground_truth,insuranceqa,answer_from_distractor_document,CALIBRATION,lg-0be3095c3478,[],True,True,True,True,,True,1,semantic_collision_possible_in_constructed_negative,False,weak_label_quality_v1
ext-iqa-fail-029,FAIL,generator_expected_label plus documented mutation/source provenance,MEDIUM,primary_source_present;required_fields_complete;no_quality_flags;not_exact_duplicate;fail_mutation_provenance_complete;weak_label_not_human_ground_truth,insuranceqa,answer_from_distractor_document,LOCKED_HOLDOUT_CANDIDATE,lg-33989e349e5c,[],True,True,True,True,,True,1,semantic_collision_possible_in_constructed_negative,False,weak_label_quality_v1
ext-iqa-fail-030,FAIL,generator_expected_label plus documented mutation/source provenance,MEDIUM,primary_source_present;required_fields_complete;no_quality_flags;not_exact_duplicate;fail_mutation_provenance_complete;weak_label_not_human_ground_truth,insuranceqa,answer_from_distractor_document,VALIDATION,lg-6c4bc6cfa954,[],True,True,True,True,,True,1,semantic_collision_possible_in_constructed_negative,False,weak_label_quality_v1
ext-iqa-fail-031,FAIL,generator_expected_label plus documented mutation/source provenance,MEDIUM,primary_source_present;required_fields_complete;no_quality_flags;not_exact_duplicate;fail_mutation_provenance_complete;weak_label_not_human_ground_truth,insuranceqa,cross_product_confusion,LOCKED_HOLDOUT_CANDIDATE,lg-43edded82d7c,[],True,True,True,True,,True,1,semantic_collision_possible_in_constructed_negative,False,weak_label_quality_v1
ext-iqa-fail-032,FAIL,generator_expected_label plus documented mutation/source provenance,MEDIUM,primary_source_present;required_fields_complete;no_quality_flags;not_exact_duplicate;fail_mutation_provenance_complete;weak_label_not_human_ground_truth,insuranceqa,cross_product_confusion,LOCKED_HOLDOUT_CANDIDATE,lg-a596cce11c22,[],True,True,True,True,,True,1,semantic_collision_possible_in_constructed_negative,False,weak_label_quality_v1
ext-iqa-fail-033,FAIL,generator_expected_label plus documented mutation/source provenance,MEDIUM,primary_source_present;required_fields_complete;no_quality_flags;not_exact_duplicate;fail_mutation_provenance_complete;weak_label_not_human_ground_truth,insuranceqa,cross_product_confusion,CALIBRATION,lg-5d4ec89b8176,[],True,True,True,True,,True,1,semantic_collision_possible_in_constructed_negative,False,weak_label_quality_v1
ext-iqa-fail-034,FAIL,generator_expected_label plus documented mutation/source provenance,MEDIUM,primary_source_present;required_fields_complete;no_quality_flags;not_exact_duplicate;fail_mutation_provenance_complete;weak_label_not_human_ground_truth,insuranceqa,cross_product_confusion,CALIBRATION,lg-e4e12d64d217,[],True,True,True,True,,True,1,semantic_collision_possible_in_constructed_negative,False,weak_label_quality_v1
ext-iqa-fail-035,FAIL,generator_expected_label plus documented mutation/source provenance,MEDIUM,primary_source_present;required_fields_complete;no_quality_flags;not_exact_duplicate;fail_mutation_provenance_complete;weak_label_not_human_ground_truth,insuranceqa,cross_product_confusion,CALIBRATION,lg-998dc2e43ba5,[],True,True,True,True,,True,1,semantic_collision_possible_in_constructed_negative,False,weak_label_quality_v1
ext-iqa-fail-036,FAIL,generator_expected_label plus documented mutation/source provenance,MEDIUM,primary_source_present;required_fields_complete;no_quality_flags;not_exact_duplicate;fail_mutation_provenance_complete;weak_label_not_human_ground_truth,insuranceqa,cross_product_confusion,LOCKED_HOLDOUT_CANDIDATE,lg-8d7e2acf95d5,[],True,True,True,True,,True,1,semantic_collision_possible_in_constructed_negative,False,weak_label_quality_v1
ext-iqa-fail-037,FAIL,generator_expected_label plus documented mutation/source provenance,MEDIUM,primary_source_present;required_fields_complete;no_quality_flags;not_exact_duplicate;fail_mutation_provenance_complete;weak_label_not_human_ground_truth,insuranceqa,cross_product_confusion,CALIBRATION,lg-75f840a070a5,[],True,True,True,True,,True,1,semantic_collision_possible_in_constructed_negative,False,weak_label_quality_v1
ext-iqa-fail-038,FAIL,generator_expected_label plus documented mutation/source provenance,LOW,primary_source_present;required_fields_complete;quality_flags:possibly_trivial_fail_low_lexical_overlap;not_exact_duplicate;fail_mutation_provenance_complete;weak_label_not_human_ground_truth,insuranceqa,cross_product_confusion,CALIBRATION,lg-6cc4ba0e7bee,"[""possibly_trivial_fail_low_lexical_overlap""]",True,True,True,True,,True,1,quality_flag_requires_review,False,weak_label_quality_v1
ext-iqa-fail-039,FAIL,generator_expected_label plus documented mutation/source provenance,MEDIUM,primary_source_present;required_fields_complete;no_quality_flags;not_exact_duplicate;fail_mutation_provenance_complete;weak_label_not_human_ground_truth,insuranceqa,cross_product_confusion,LOCKED_HOLDOUT_CANDIDATE,lg-2a530e51e40c,[],True,True,True,True,,True,1,semantic_collision_possible_in_constructed_negative,False,weak_label_quality_v1
ext-iqa-fail-040,FAIL,generator_expected_label plus documented mutation/source provenance,MEDIUM,primary_source_present;required_fields_complete;no_quality_flags;not_exact_duplicate;fail_mutation_provenance_complete;weak_label_not_human_ground_truth,insuranceqa,cross_product_confusion,VALIDATION,lg-c34c21dbcd45,[],True,True,True,True,,True,1,semantic_collision_possible_in_constructed_negative,False,weak_label_quality_v1
ext-iqa-fail-041,FAIL,generator_expected_label plus documented mutation/source provenance,MEDIUM,primary_source_present;required_fields_complete;no_quality_flags;not_exact_duplicate;fail_mutation_provenance_complete;weak_label_not_human_ground_truth,insuranceqa,partially_supported_answer,VALIDATION,lg-bce999019bc2,[],True,True,True,True,,True,1,semantic_collision_possible_in_constructed_negative,False,weak_label_quality_v1
ext-iqa-fail-042,FAIL,generator_expected_label plus documented mutation/source provenance,MEDIUM,primary_source_present;required_fields_complete;no_quality_flags;not_exact_duplicate;fail_mutation_provenance_complete;weak_label_not_human_ground_truth,insuranceqa,partially_supported_answer,VALIDATION,lg-06d04824ff51,[],True,True,True,True,,True,1,semantic_collision_possible_in_constructed_negative,False,weak_label_quality_v1
ext-iqa-fail-043,FAIL,generator_expected_label plus documented mutation/source provenance,MEDIUM,primary_source_present;required_fields_complete;no_quality_flags;not_exact_duplicate;fail_mutation_provenance_complete;weak_label_not_human_ground_truth,insuranceqa,partially_supported_answer,VALIDATION,lg-e91671ac667e,[],True,True,True,True,,True,1,semantic_collision_possible_in_constructed_negative,False,weak_label_quality_v1
ext-iqa-fail-044,FAIL,generator_expected_label plus documented mutation/source provenance,MEDIUM,primary_source_present;required_fields_complete;no_quality_flags;not_exact_duplicate;fail_mutation_provenance_complete;weak_label_not_human_ground_truth,insuranceqa,partially_supported_answer,VALIDATION,lg-2f27fd06051f,[],True,True,True,True,,True,1,semantic_collision_possible_in_constructed_negative,False,weak_label_quality_v1
ext-iqa-fail-045,FAIL,generator_expected_label plus documented mutation/source provenance,MEDIUM,primary_source_present;required_fields_complete;no_quality_flags;not_exact_duplicate;fail_mutation_provenance_complete;weak_label_not_human_ground_truth,insuranceqa,partially_supported_answer,CALIBRATION,lg-fb55c6c4f298,[],True,True,True,True,,True,1,semantic_collision_possible_in_constructed_negative,False,weak_label_quality_v1
ext-iqa-fail-046,FAIL,generator_expected_label plus documented mutation/source provenance,MEDIUM,primary_source_present;required_fields_complete;no_quality_flags;not_exact_duplicate;fail_mutation_provenance_complete;weak_label_not_human_ground_truth,insuranceqa,partially_supported_answer,CALIBRATION,lg-f7c3426f7595,[],True,True,True,True,,True,1,semantic_collision_possible_in_constructed_negative,False,weak_label_quality_v1
ext-iqa-fail-047,FAIL,generator_expected_label plus documented mutation/source provenance,MEDIUM,primary_source_present;required_fields_complete;no_quality_flags;not_exact_duplicate;fail_mutation_provenance_complete;weak_label_not_human_ground_truth,insuranceqa,partially_supported_answer,LOCKED_HOLDOUT_CANDIDATE,lg-bf57042a42f4,[],True,True,True,True,,True,1,semantic_collision_possible_in_constructed_negative,False,weak_label_quality_v1
ext-iqa-fail-048,FAIL,generator_expected_label plus documented mutation/source provenance,MEDIUM,primary_source_present;required_fields_complete;no_quality_flags;not_exact_duplicate;fail_mutation_provenance_complete;weak_label_not_human_ground_truth,insuranceqa,partially_supported_answer,VALIDATION,lg-bb496bd62b0e,[],True,True,True,True,,True,1,semantic_collision_possible_in_constructed_negative,False,weak_label_quality_v1
ext-iqa-fail-049,FAIL,generator_expected_label plus documented mutation/source provenance,MEDIUM,primary_source_present;required_fields_complete;no_quality_flags;not_exact_duplicate;fail_mutation_provenance_complete;weak_label_not_human_ground_truth,insuranceqa,partially_supported_answer,LOCKED_HOLDOUT_CANDIDATE,lg-efa66051644a,[],True,True,True,True,,True,1,semantic_collision_possible_in_constructed_negative,False,weak_label_quality_v1
ext-iqa-fail-050,FAIL,generator_expected_label plus documented mutation/source provenance,MEDIUM,primary_source_present;required_fields_complete;no_quality_flags;not_exact_duplicate;fail_mutation_provenance_complete;weak_label_not_human_ground_truth,insuranceqa,partially_supported_answer,CALIBRATION,lg-16b8e6895d05,[],True,True,True,True,,True,1,semantic_collision_possible_in_constructed_negative,False,weak_label_quality_v1
ext-iqa-fail-051,FAIL,generator_expected_label plus documented mutation/source provenance,MEDIUM,primary_source_present;required_fields_complete;no_quality_flags;not_exact_duplicate;fail_mutation_provenance_complete;weak_label_not_human_ground_truth,insuranceqa,partially_supported_answer,VALIDATION,lg-5ec7b9af0c61,[],True,True,True,True,,True,1,semantic_collision_possible_in_constructed_negative,False,weak_label_quality_v1
ext-iqa-fail-052,FAIL,generator_expected_label plus documented mutation/source provenance,MEDIUM,primary_source_present;required_fields_complete;no_quality_flags;not_exact_duplicate;fail_mutation_provenance_complete;weak_label_not_human_ground_truth,insuranceqa,partially_supported_answer,VALIDATION,lg-92604aa92260,[],True,True,True,True,,True,1,semantic_collision_possible_in_constructed_negative,False,weak_label_quality_v1
ext-iqa-fail-053,FAIL,generator_expected_label plus documented mutation/source provenance,MEDIUM,primary_source_present;required_fields_complete;no_quality_flags;not_exact_duplicate;fail_mutation_provenance_complete;weak_label_not_human_ground_truth,insuranceqa,partially_supported_answer,VALIDATION,lg-2f02a4071f1a,[],True,True,True,True,,True,1,semantic_collision_possible_in_constructed_negative,False,weak_label_quality_v1
ext-iqa-fail-054,FAIL,generator_expected_label plus documented mutation/source provenance,MEDIUM,primary_source_present;required_fields_complete;no_quality_flags;not_exact_duplicate;fail_mutation_provenance_complete;weak_label_not_human_ground_truth,insuranceqa,partially_supported_answer,VALIDATION,lg-55aa2726a798,[],True,True,True,True,,True,1,semantic_collision_possible_in_constructed_negative,False,weak_label_quality_v1
ext-iqa-fail-055,FAIL,generator_expected_label plus documented mutation/source provenance,MEDIUM,primary_source_present;required_fields_complete;no_quality_flags;not_exact_duplicate;fail_mutation_provenance_complete;weak_label_not_human_ground_truth,insuranceqa,partially_supported_answer,VALIDATION,lg-96158ce07170,[],True,True,True,True,,True,1,semantic_collision_possible_in_constructed_negative,False,weak_label_quality_v1
ext-iqa-fail-056,FAIL,generator_expected_label plus documented mutation/source provenance,MEDIUM,primary_source_present;required_fields_complete;no_quality_flags;not_exact_duplicate;fail_mutation_provenance_complete;weak_label_not_human_ground_truth,insuranceqa,partially_supported_answer,CALIBRATION,lg-e965d718aa27,[],True,True,True,True,,True,1,semantic_collision_possible_in_constructed_negative,False,weak_label_quality_v1
ext-iqa-fail-057,FAIL,generator_expected_label plus documented mutation/source provenance,MEDIUM,primary_source_present;required_fields_complete;no_quality_flags;not_exact_duplicate;fail_mutation_provenance_complete;weak_label_not_human_ground_truth,insuranceqa,partially_supported_answer,LOCKED_HOLDOUT_CANDIDATE,lg-3484938e3c8d,[],True,True,True,True,,True,1,semantic_collision_possible_in_constructed_negative,False,weak_label_quality_v1
ext-iqa-fail-058,FAIL,generator_expected_label plus documented mutation/source provenance,MEDIUM,primary_source_present;required_fields_complete;no_quality_flags;not_exact_duplicate;fail_mutation_provenance_complete;weak_label_not_human_ground_truth,insuranceqa,partially_supported_answer,LOCKED_HOLDOUT_CANDIDATE,lg-d52a46015bc0,[],True,True,True,True,,True,1,semantic_collision_possible_in_constructed_negative,False,weak_label_quality_v1
ext-iqa-fail-059,FAIL,generator_expected_label plus documented mutation/source provenance,MEDIUM,primary_source_present;required_fields_complete;no_quality_flags;not_exact_duplicate;fail_mutation_provenance_complete;weak_label_not_human_ground_truth,insuranceqa,partially_supported_answer,LOCKED_HOLDOUT_CANDIDATE,lg-0842e3c07b93,[],True,True,True,True,,True,1,semantic_collision_possible_in_constructed_negative,False,weak_label_quality_v1
ext-iqa-fail-060,FAIL,generator_expected_label plus documented mutation/source provenance,MEDIUM,primary_source_present;required_fields_complete;no_quality_flags;not_exact_duplicate;fail_mutation_provenance_complete;weak_label_not_human_ground_truth,insuranceqa,partially_supported_answer,CALIBRATION,lg-8472bb0c76c3,[],True,True,True,True,,True,1,semantic_collision_possible_in_constructed_negative,False,weak_label_quality_v1
ext-iqa-fail-061,FAIL,generator_expected_label plus documented mutation/source provenance,HIGH,primary_source_present;required_fields_complete;no_quality_flags;not_exact_duplicate;fail_mutation_provenance_complete;weak_label_not_human_ground_truth,insuranceqa,insufficient_evidence,LOCKED_HOLDOUT_CANDIDATE,lg-8a2118072fba,[],True,True,True,True,,True,1,,False,weak_label_quality_v1
ext-iqa-fail-062,FAIL,generator_expected_label plus documented mutation/source provenance,HIGH,primary_source_present;required_fields_complete;no_quality_flags;not_exact_duplicate;fail_mutation_provenance_complete;weak_label_not_human_ground_truth,insuranceqa,insufficient_evidence,CALIBRATION,lg-e1a2f492ceb7,[],True,True,True,True,,True,1,,False,weak_label_quality_v1
ext-iqa-fail-063,FAIL,generator_expected_label plus documented mutation/source provenance,HIGH,primary_source_present;required_fields_complete;no_quality_flags;not_exact_duplicate;fail_mutation_provenance_complete;weak_label_not_human_ground_truth,insuranceqa,insufficient_evidence,VALIDATION,lg-e5fbc46753a2,[],True,True,True,True,,True,1,,False,weak_label_quality_v1
ext-iqa-fail-064,FAIL,generator_expected_label plus documented mutation/source provenance,HIGH,primary_source_present;required_fields_complete;no_quality_flags;not_exact_duplicate;fail_mutation_provenance_complete;weak_label_not_human_ground_truth,insuranceqa,insufficient_evidence,LOCKED_HOLDOUT_CANDIDATE,lg-bc0d2da20ce3,[],True,True,True,True,,True,1,,False,weak_label_quality_v1
ext-iqa-fail-065,FAIL,generator_expected_label plus documented mutation/source provenance,HIGH,primary_source_present;required_fields_complete;no_quality_flags;not_exact_duplicate;fail_mutation_provenance_complete;weak_label_not_human_ground_truth,insuranceqa,insufficient_evidence,VALIDATION,lg-23c6bcee5466,[],True,True,True,True,,True,1,,False,weak_label_quality_v1
ext-iqa-fail-066,FAIL,generator_expected_label plus documented mutation/source provenance,HIGH,primary_source_present;required_fields_complete;no_quality_flags;not_exact_duplicate;fail_mutation_provenance_complete;weak_label_not_human_ground_truth,insuranceqa,insufficient_evidence,CALIBRATION,lg-0412d4c453d4,[],True,True,True,True,,True,1,,False,weak_label_quality_v1
ext-iqa-fail-067,FAIL,generator_expected_label plus documented mutation/source provenance,HIGH,primary_source_present;required_fields_complete;no_quality_flags;not_exact_duplicate;fail_mutation_provenance_complete;weak_label_not_human_ground_truth,insuranceqa,insufficient_evidence,VALIDATION,lg-9cc6a236f482,[],True,True,True,True,,True,1,,False,weak_label_quality_v1
ext-iqa-fail-068,FAIL,generator_expected_label plus documented mutation/source provenance,HIGH,primary_source_present;required_fields_complete;no_quality_flags;not_exact_duplicate;fail_mutation_provenance_complete;weak_label_not_human_ground_truth,insuranceqa,insufficient_evidence,VALIDATION,lg-1765c102a38c,[],True,True,True,True,,True,1,,False,weak_label_quality_v1
ext-iqa-fail-069,FAIL,generator_expected_label plus documented mutation/source provenance,HIGH,primary_source_present;required_fields_complete;no_quality_flags;not_exact_duplicate;fail_mutation_provenance_complete;weak_label_not_human_ground_truth,insuranceqa,insufficient_evidence,LOCKED_HOLDOUT_CANDIDATE,lg-1ae1de81b884,[],True,True,True,True,,True,1,,False,weak_label_quality_v1
ext-iqa-fail-070,FAIL,generator_expected_label plus documented mutation/source provenance,HIGH,primary_source_present;required_fields_complete;no_quality_flags;not_exact_duplicate;fail_mutation_provenance_complete;weak_label_not_human_ground_truth,insuranceqa,insufficient_evidence,LOCKED_HOLDOUT_CANDIDATE,lg-4f620dc4451b,[],True,True,True,True,,True,1,,False,weak_label_quality_v1
ext-iqa-fail-071,FAIL,generator_expected_label plus documented mutation/source provenance,HIGH,primary_source_present;required_fields_complete;no_quality_flags;not_exact_duplicate;fail_mutation_provenance_complete;weak_label_not_human_ground_truth,insuranceqa,wrong_percentage,CALIBRATION,lg-a139ceecfa4a,[],True,True,True,True,,True,1,,True,weak_label_quality_v1
ext-iqa-fail-072,FAIL,generator_expected_label plus documented mutation/source provenance,HIGH,primary_source_present;required_fields_complete;no_quality_flags;not_exact_duplicate;fail_mutation_provenance_complete;weak_label_not_human_ground_truth,insuranceqa,wrong_percentage,CALIBRATION,lg-2fdcfee9d401,[],True,True,True,True,,True,1,,True,weak_label_quality_v1
ext-iqa-fail-073,FAIL,generator_expected_label plus documented mutation/source provenance,HIGH,primary_source_present;required_fields_complete;no_quality_flags;not_exact_duplicate;fail_mutation_provenance_complete;weak_label_not_human_ground_truth,insuranceqa,wrong_percentage,LOCKED_HOLDOUT_CANDIDATE,lg-e555d8e9c0cf,[],True,True,True,True,,True,1,,True,weak_label_quality_v1
ext-iqa-fail-074,FAIL,generator_expected_label plus documented mutation/source provenance,HIGH,primary_source_present;required_fields_complete;no_quality_flags;not_exact_duplicate;fail_mutation_provenance_complete;weak_label_not_human_ground_truth,insuranceqa,wrong_percentage,VALIDATION,lg-fe94f0f45fdb,[],True,True,True,True,,True,1,,True,weak_label_quality_v1
ext-iqa-fail-075,FAIL,generator_expected_label plus documented mutation/source provenance,HIGH,primary_source_present;required_fields_complete;no_quality_flags;not_exact_duplicate;fail_mutation_provenance_complete;weak_label_not_human_ground_truth,insuranceqa,wrong_percentage,VALIDATION,lg-284563f0ab99,[],True,True,True,True,,True,1,,True,weak_label_quality_v1
ext-iqa-fail-076,FAIL,generator_expected_label plus documented mutation/source provenance,HIGH,primary_source_present;required_fields_complete;no_quality_flags;not_exact_duplicate;fail_mutation_provenance_complete;weak_label_not_human_ground_truth,insuranceqa,wrong_percentage,VALIDATION,lg-495342c21815,[],True,True,True,True,,True,1,,True,weak_label_quality_v1
ext-iqa-fail-077,FAIL,generator_expected_label plus documented mutation/source provenance,HIGH,primary_source_present;required_fields_complete;no_quality_flags;not_exact_duplicate;fail_mutation_provenance_complete;weak_label_not_human_ground_truth,insuranceqa,wrong_percentage,LOCKED_HOLDOUT_CANDIDATE,lg-0f927e1fe262,[],True,True,True,True,,True,1,,True,weak_label_quality_v1
ext-iqa-fail-078,FAIL,generator_expected_label plus documented mutation/source provenance,HIGH,primary_source_present;required_fields_complete;no_quality_flags;not_exact_duplicate;fail_mutation_provenance_complete;weak_label_not_human_ground_truth,insuranceqa,wrong_percentage,VALIDATION,lg-ea3bb032ab54,[],True,True,True,True,,True,1,,True,weak_label_quality_v1
ext-iqa-fail-079,FAIL,generator_expected_label plus documented mutation/source provenance,HIGH,primary_source_present;required_fields_complete;no_quality_flags;not_exact_duplicate;fail_mutation_provenance_complete;weak_label_not_human_ground_truth,insuranceqa,wrong_percentage,LOCKED_HOLDOUT_CANDIDATE,lg-0d445bc7dadd,[],True,True,True,True,,True,1,,True,weak_label_quality_v1
ext-iqa-fail-080,FAIL,generator_expected_label plus documented mutation/source provenance,HIGH,primary_source_present;required_fields_complete;no_quality_flags;not_exact_duplicate;fail_mutation_provenance_complete;weak_label_not_human_ground_truth,insuranceqa,wrong_percentage,VALIDATION,lg-3181b98ac074,[],True,True,True,True,,True,1,,True,weak_label_quality_v1
ext-helvetia-pass-001,PASS,generator_expected_label plus documented mutation/source provenance,HIGH,primary_source_present;required_fields_complete;no_quality_flags;not_exact_duplicate;weak_label_not_human_ground_truth,helvetia_pdf,exact_supported_excerpt,CALIBRATION,lg-c51dd7a63470,[],True,True,True,True,,True,1,,False,weak_label_quality_v1
ext-helvetia-pass-002,PASS,generator_expected_label plus documented mutation/source provenance,HIGH,primary_source_present;required_fields_complete;no_quality_flags;not_exact_duplicate;weak_label_not_human_ground_truth,helvetia_pdf,exact_supported_excerpt,CALIBRATION,lg-0cf33004bcbf,[],True,True,True,True,,True,1,,False,weak_label_quality_v1
ext-helvetia-pass-003,PASS,generator_expected_label plus documented mutation/source provenance,HIGH,primary_source_present;required_fields_complete;no_quality_flags;not_exact_duplicate;weak_label_not_human_ground_truth,helvetia_pdf,exact_supported_excerpt,LOCKED_HOLDOUT_CANDIDATE,lg-62bb52eee817,[],True,True,True,True,,True,1,,False,weak_label_quality_v1
ext-helvetia-pass-004,PASS,generator_expected_label plus documented mutation/source provenance,HIGH,primary_source_present;required_fields_complete;no_quality_flags;not_exact_duplicate;weak_label_not_human_ground_truth,helvetia_pdf,exact_supported_excerpt,LOCKED_HOLDOUT_CANDIDATE,lg-62bb52eee817,[],True,True,True,True,,True,1,,False,weak_label_quality_v1
ext-helvetia-pass-005,PASS,generator_expected_label plus documented mutation/source provenance,HIGH,primary_source_present;required_fields_complete;no_quality_flags;not_exact_duplicate;weak_label_not_human_ground_truth,helvetia_pdf,exact_supported_excerpt,CALIBRATION,lg-7975497f9d66,[],True,True,True,True,,True,1,,False,weak_label_quality_v1
ext-helvetia-pass-006,PASS,generator_expected_label plus documented mutation/source provenance,HIGH,primary_source_present;required_fields_complete;no_quality_flags;not_exact_duplicate;weak_label_not_human_ground_truth,helvetia_pdf,exact_supported_excerpt,LOCKED_HOLDOUT_CANDIDATE,lg-62bb52eee817,[],True,True,True,True,,True,1,,False,weak_label_quality_v1
ext-helvetia-pass-007,PASS,generator_expected_label plus documented mutation/source provenance,HIGH,primary_source_present;required_fields_complete;no_quality_flags;not_exact_duplicate;weak_label_not_human_ground_truth,helvetia_pdf,exact_supported_excerpt,CALIBRATION,lg-384a1a4b0321,[],True,True,True,True,,True,1,,False,weak_label_quality_v1
ext-helvetia-pass-008,PASS,generator_expected_label plus documented mutation/source provenance,HIGH,primary_source_present;required_fields_complete;no_quality_flags;not_exact_duplicate;weak_label_not_human_ground_truth,helvetia_pdf,exact_supported_excerpt,VALIDATION,lg-15b51ba77470,[],True,True,True,True,,True,1,,False,weak_label_quality_v1
ext-helvetia-pass-009,PASS,generator_expected_label plus documented mutation/source provenance,HIGH,primary_source_present;required_fields_complete;no_quality_flags;not_exact_duplicate;weak_label_not_human_ground_truth,helvetia_pdf,exact_supported_excerpt,LOCKED_HOLDOUT_CANDIDATE,lg-62bb52eee817,[],True,True,True,True,,True,1,,False,weak_label_quality_v1
ext-helvetia-pass-010,PASS,generator_expected_label plus documented mutation/source provenance,HIGH,primary_source_present;required_fields_complete;no_quality_flags;not_exact_duplicate;weak_label_not_human_ground_truth,helvetia_pdf,exact_supported_excerpt,CALIBRATION,lg-fb2eac232edc,[],True,True,True,True,,True,1,,False,weak_label_quality_v1
ext-helvetia-pass-011,PASS,generator_expected_label plus documented mutation/source provenance,HIGH,primary_source_present;required_fields_complete;no_quality_flags;not_exact_duplicate;weak_label_not_human_ground_truth,helvetia_pdf,exact_supported_excerpt,LOCKED_HOLDOUT_CANDIDATE,lg-62bb52eee817,[],True,True,True,True,,True,1,,False,weak_label_quality_v1
ext-helvetia-pass-012,PASS,generator_expected_label plus documented mutation/source provenance,HIGH,primary_source_present;required_fields_complete;no_quality_flags;not_exact_duplicate;weak_label_not_human_ground_truth,helvetia_pdf,exact_supported_excerpt,CALIBRATION,lg-c51dd7a63470,[],True,True,True,True,,True,1,,False,weak_label_quality_v1
ext-helvetia-pass-013,PASS,generator_expected_label plus documented mutation/source provenance,HIGH,primary_source_present;required_fields_complete;no_quality_flags;not_exact_duplicate;weak_label_not_human_ground_truth,helvetia_pdf,exact_supported_excerpt,CALIBRATION,lg-0cf33004bcbf,[],True,True,True,True,,True,1,,False,weak_label_quality_v1
ext-helvetia-pass-014,PASS,generator_expected_label plus documented mutation/source provenance,HIGH,primary_source_present;required_fields_complete;no_quality_flags;not_exact_duplicate;weak_label_not_human_ground_truth,helvetia_pdf,exact_supported_excerpt,LOCKED_HOLDOUT_CANDIDATE,lg-62bb52eee817,[],True,True,True,True,,True,1,,False,weak_label_quality_v1
ext-helvetia-pass-015,PASS,generator_expected_label plus documented mutation/source provenance,HIGH,primary_source_present;required_fields_complete;no_quality_flags;not_exact_duplicate;weak_label_not_human_ground_truth,helvetia_pdf,exact_supported_excerpt,LOCKED_HOLDOUT_CANDIDATE,lg-62bb52eee817,[],True,True,True,True,,True,1,,False,weak_label_quality_v1
ext-helvetia-pass-016,PASS,generator_expected_label plus documented mutation/source provenance,HIGH,primary_source_present;required_fields_complete;no_quality_flags;not_exact_duplicate;weak_label_not_human_ground_truth,helvetia_pdf,exact_supported_excerpt,CALIBRATION,lg-7975497f9d66,[],True,True,True,True,,True,1,,False,weak_label_quality_v1
ext-helvetia-pass-017,PASS,generator_expected_label plus documented mutation/source provenance,HIGH,primary_source_present;required_fields_complete;no_quality_flags;not_exact_duplicate;weak_label_not_human_ground_truth,helvetia_pdf,exact_supported_excerpt,LOCKED_HOLDOUT_CANDIDATE,lg-62bb52eee817,[],True,True,True,True,,True,1,,False,weak_label_quality_v1
